NO,CODE,DESCRIPTION,Brand,MODEL,OEM,PCS,NW,GW,M3,START_YEAR,END_YEAR,manufacturer,part_type,model_series,numbering_guide,location
8,IZMC037 LC,DOOR MIRROR COVER WITH LED COLOR LH,Isuzu,D-MAX/CHEVY,RJO5-JVRU9-8J,1,12.18719689,9.897398162,0.122195061,2006,2007,,,,,
,IZMC037 RC,DOOR MIRROR COVER WITH LED COLOR RH,Isuzu,D-MAX/CHEVY,D71F-Z9BU8-GC,1,1.14421177,1.267252864,0.630491862,2006,2007,,,,,
9,8-98092-084-0,COVER MIRROR LH CHROME OEM,Isuzu,D-MAX,8-98092-084-0,1,0.095537244,0.235271967,0.004679101,2009,2009,,,,,
,8-98092-083-0,COVER MIRROR RH CHROME OEM,Isuzu,D-MAX,8-98092-083-0,1,0.105866548,0.203926472,0.004073636,2009,2009,,,,,
10,IZHC049 LA,LH-HEAD LAMP COVER MAT,Isuzu,D-MAX,XBN9-7LCO7-W1,10,5.537843765,6.925811434,0.014416917,2007,2007,,,,,
,IZHC049 RA,HEAD LAMP COVER MAT RH,Isuzu,D-MAX,6GGJ-ZOM1Q-8N,10,7.106177451,8.136135324,0.015480604,2007,2007,,,,,
11,IZHC049 LB,HEAD LAMP COVER CHROME LH,Isuzu,D-MAX,7EXP-Q9C6C-S6,1,0.321022101,0.58046945,0.012505113,2007,2007,,,,,
,IZHC049 RB,HEAD LAMP COVER CHROME RH,Isuzu,D-MAX,ZTE1-GYFRE-PJ,1,0.306349986,0.597696475,0.015203035,2007,2007,,,,,
12,IZHC049 LC,HEAD LAMP COVER COLOR LH,Isuzu,D-MAX,J1IR-W8Q56-N7,1,23.46658115,22.68941189,0.036862493,2007,2007,,,,,
,IZHC049 RC,HEAD LAMP COVER COLOR RH,Isuzu,D-MAX,YQX6-I7Q15-05,1,3.33520405,8.233961945,0.328486195,2007,2007,,,,,
13,IZHC049 SB,HEADLIGHT COVER CP SET,Isuzu,D-MAX,9GRL-PBZ7H-49,1,13.81374185,11.66646821,0.250178017,2006,2008,,,,,
14,IZTC049 SA,TAIL LAMP COVER MAT,Isuzu,D-MAX,ZW9Y-XPH7V-17,1,16.84610173,12.07909992,0.337553494,2007,2008,,,,,
15,IZTC049 SB,TAIL LAMP COVER CHROME SETS,Isuzu,D-MAX,C2XV-9GKBY-8K,1,9.880336279,3.614578728,1.10454834,2007,2008,,,,,
16,IZTC049 SC,TAIL LAMP COVER COLOR,Isuzu,D-MAX,RKJ4-G5UUN-72,1,8.143789815,3.417881104,1.730494656,2007,2008,,,,,
1,IZDH049 SB,DOOR HANDLE COVER WITH INSERT 4DR,Isuzu,D-MAX,9VT3-R4CMY-8C,1,0.571552811,0.639428005,1.123504561,2006,2008,,,,,
2,IZDH049 NA,DOOR HANDLE COVER 2DR,Isuzu,D-MAX,9O3M-6ODMM-62,1,5.984206164,11.00738399,0.441645312,2007,2007,,,,,
3,IZDH049 NB,DOOR HANDLE COVER 4DR,Isuzu,D-MAX,BVZ4-3SRQ7-01,1,14.16970651,0.667401637,0.067672563,2007,2007,,,,,
4,IZGC037 NB,FUEL DOOR COVER,Isuzu,D-MAX 2DR,Y088-OFAJG-6X,1,0.079585847,0.128517567,0.001203931,2006,2008,,,,,
5,IZGC039 NB,FUEL DOOR COVER,Isuzu,D-MAX 4DR,MW6U-2C438-O3,1,0.091352208,0.127567429,0.001083699,2006,2008,,,,,
6,8-98012-492-0,GRILLE MOULDING 4WD,Isuzu,D-MAX COMMONRAIL,8-98012-492-0,1,0.054232902,0.048942405,9.88E-05,2006,2006,,,,,
7,8-98012-493-0,GRILLE MOULDING 4WD,Isuzu,D-MAX COMMONRAIL,8-98012-493-0,1,0.010880027,0.017746287,0.000105758,2006,2006,,,,,
8,8-98012-495-0,GRILLE MOULDING 4WD,Isuzu,D-MAX COMMONRAIL,8-98012-495-0,1,0.018072815,0.021643926,9.22E-05,2006,2006,,,,,
9,8-98012-496-0,GRILLE MOULDING 4WD,Isuzu,D-MAX COMMONRAIL,8-98012-496-0,1,0.010538514,0.019217892,9.91E-05,2006,2006,,,,,
10,8-98012-485-0,GRILLE MOULDING BK,Isuzu,D-MAX,8-98012-485-0,1,0.01158766,0.019773585,8.64E-05,2006,2007,,,,,
11,8-98012-488-0,LOWER GRILLE MOULDING BK,Isuzu,D-MAX,8-98012-488-0,1,0.010590287,0.022566593,8.35E-05,2006,2007,,,,,
12,8-97372-866-1,RADIATOR FAN SHROUD LOWER OEM,Isuzu,D-MAX,8-97372-866-1,1,0.110340643,0.111810369,0.009346989,2006,2013,,,,,
1,IZG051 BA,GRILLE BASE BK,Isuzu,D-MAX,8-98109-370-1,5,5.321142714,8.185836316,0.019002759,2008,2011,,,,,
2,IZGM051 NA,GRILLE MOULDING CP/BK,Isuzu,D-MAX,8-98109-369-0,5,8.095998871,0.593446897,0.017782812,2008,2011,,,,,
3,IZG051 NA,GRILLE CP/BK,Isuzu,D-MAX PLATINUM,8-98109-370-1/369-0,5,5.981089374,7.614169723,0.195325332,2009,2010,,,,,
4,IZG051 NB,GRILLE SV/BK,Isuzu,D-MAX PLATINUM,8-98109-370-1,5,8.3959056,8.723118952,0.254156055,2009,2010,,,,,
5,IZG051 NS,GRILLE BK/ SV (PT936),Isuzu,D-MAX,8-98109-370-1/369-0-936,1,1.659733418,2.605805587,0.034630285,2008,2011,,,,,
6,IZG051 NW,GRILLE BK/ WT (PT877),Isuzu,D-MAX,8-98109-370-1/369-0-877,1,1.906401392,2.972087458,0.031466569,2008,2011,,,,,
7,IZG051 SA,GRILLE BASE AND CP MOULDING,Isuzu,PLATINUM,8-98109-370-1/369-0,1,1.316995636,2.630457993,0.073315492,2009,2011,,,,,
8,IZB049 NA,FRONT BUMPER 4WD,Isuzu,D-MAX,8-98007-153-2,1,3.486307303,4.384650755,0.058446291,2006,2008,,,,,
9,IZIB051 NA,REAR BUMPER PLASTIC PRIMER SET,Isuzu,D-MAX PLATINUM,C9BG-738KE-L1,1,5.418893112,7.23762075,0.053736893,2008,2010,,,,,
10,UNIB444 IZ,UNIVERSAL TUBE BUMPER SHORT MIN 30 CM,Isuzu,D-MAX,JYNX-Y34EJ-2Y,1,8.400002844,10.41577989,0.037982985,2006,2012,,,,,
11,IZHL051 LA,HEAD LAMP UNIT LHD LH CLEAR REFLECTOR,Isuzu,D-MAX,KFL4-2ARVM-ZX,1,7.034698912,11.79135411,0.861431532,2008,2010,,,,,
,IZHL051 RA,HEAD LAMP UNIT LHD RH CLEAR REFLECTOR,Isuzu,D-MAX,ZIMH-N6OX6-6K,1,4.345607233,14.61757847,1.138318963,2008,2010,,,,,
12,IZHL051 LC,HEAD LAMP UNIT RHD LH CLEAR REFLECTOR,Isuzu,D-MAX,8-98080-001-0,1,20.53892425,3.369231726,1.565233921,2008,2010,,,,,
,IZHL051 RC,HEAD LAMP UNIT RHD RH CLEAR REFLECTOR,Isuzu,D-MAX,8-98080-002-0,1,3.042769858,13.40241802,1.586421562,2008,2010,,,,,
13,8-98080-001-0,PROJECTOR HEAD LAMP ASSY RH OEM,Isuzu,D-MAX PLATINUM,8-98080-001-0,1,2.491997652,4.16486726,0.085070101,2009,2009,,,,,
,8-98080-002-0,PROJECTOR HEAD LAMP ASSY LH OEM,Isuzu,D-MAX PLATINUM,8-98080-002-0,1,2.591702497,4.722647661,0.061941065,2009,2009,,,,,
14,IZFC047 NA,FOG LAMP COVER LH/RH,Isuzu,D-MAX PLATINUM,8-98007-157-1,140,4.819681375,5.873478766,0.06136496,2008,2009,,,,,
15,IZBL051 NA,BACK UP LAMP CLEAR,Isuzu,D-MAX,8-97305-671-0,10,6.300443931,7.394519974,0.041141593,2008,2010,,,,,
1,IZMR051 LA,DOOR MIRROR LH ELECTRIC BK W/ LONG LED LAMP 5 CORD RHD,Isuzu,D-MAX,8-97408-273-1,10,7.099487301,11.83162815,0.114930115,2008,2010,,,,,
,IZMR051 RA,DOOR MIRROR RH ELECTRIC BK W/LONG LED LAMP 5 CORD RHD,Isuzu,D-MAX,8-97408-273-2,10,7.553644432,10.18530292,0.119258298,2008,2010,,,,,
2,IZMR051 LB,DOOR MIRROR LH ELECTRIC CP W/LONG LED LAMP 5 CORD RHD,Isuzu,D-MAX,8-98116-414-0,10,7.578180701,9.2582003,0.111395964,2008,2010,,,,,
,IZMR051 RB,DOOR MIRROR RH ELECTRIC CP W/LONG LED LAMP 5 CORD RHD,Isuzu,D-MAX,8-98116-412-0,10,8.570233198,9.854956732,0.118049881,2008,2010,,,,,
3,IZMR051 LC,DOOR MIRROR LH ELECTRIC BK W/LONG LED LAMP 5 CORD LHD,Isuzu,D-MAX,8-97408-273-1LHD,10,8.358102472,11.2075835,0.108011279,2008,2010,,,,,
,IZMR051 RC,DOOR MIRROR RH ELECTRIC BK W/LONG LED LAMP 5 CORD LHD,Isuzu,D-MAX,8-97408-273-2LHD,10,7.283219682,10.48730646,0.123537328,2008,2010,,,,,
4,IZMR051 LD,DOOR MIRROR LH ELECTRIC CP W/LONG LED LAMP 5 CORD LHD,Isuzu,D-MAX,8-98116-414-0LHD,10,8.369368732,9.823279972,0.119296907,2008,2010,,,,,
,IZMR051 RD,DOOR MIRROR RH ELECTRIC CP W/LONG LED LAMP 5 CORD LHD,Isuzu,D-MAX,8-98116-412-0LHD,10,9.069493146,11.10024977,0.120085552,2008,2010,,,,,
5,8-98157-144-0,DOOR MIRROR CP WITH LIGHT LH,Isuzu,D-MAX,8-98157-144-0,1,2.84350695,2.772381629,0.019601084,2008,2008,,,,,
,8-98157-143-0,DOOR MIRROR CP WITH LIGHT RH,Isuzu,D-MAX,8-98157-143-0,1,1.983779403,2.494417304,0.019484604,2008,2008,,,,,
6,8-93291-041-1,ROOF INNER PILLAR OUTER 2ND,Isuzu,D-MAX,8-93291-041-1,1,0.351348461,0.328947737,0.001733874,2009,2009,,,,,
7,8-97235-276-4,ROOF INNER PILLAR OUTER 4TH,Isuzu,D-MAX,8-97235-276-4,1,0.77423642,0.93193476,0.011793785,2009,2009,,,,,
8,8-97235-279-3,ROOF INNER PILLAR OUTER 5TH,Isuzu,D-MAX,8-97235-279-3,1,0.344387058,0.298354053,0.001812661,2009,2009,,,,,
9,8-97235-281-3,ROOF INNER PILLAR CENTER,Isuzu,D-MAX,8-97235-281-3,1,0.464374781,0.450024526,0.003619943,2009,2009,,,,,
10,8-97235-282-3,ROOF INNER PILLAR OUTER 1ST,Isuzu,D-MAX,8-97235-282-3,1,0.714717361,0.555077492,0.003533216,2009,2009,,,,,
11,8-98011-826-0,ROOF INNER PILLAR OUTER 3RD,Isuzu,D-MAX,8-98011-826-0,1,0.713599458,0.897955217,0.009433407,2009,2009,,,,,
12,8-97387-370-1,FRONT FENDER LH,Isuzu,TFR,8-97387-370-1,1,4.391451796,5.635427213,0.344242469,2010,2010,,,,,
,8-97387-369-1,FRONT FENDER RH,Isuzu,TFR,8-97387-369-1,1,11.71328597,4.564033924,0.866708272,2010,2010,,,,,
13,8-97387-373-1,FENDER W/SP. HOLES NO SIDE LAMP LH (10),Isuzu,D-MAX,8-97387-373-1,1,5.020915246,4.748787448,0.198992172,2008,2010,,,,,
,8-97387-371-1,FENDER W/SP. HOLES NO SIDE LAMP RH (10),Isuzu,D-MAX,8-97387-371-1,1,5.217387934,4.755191184,0.211548508,2008,2010,,,,,
14,8-98130-014-0,REAR L/S DOOR GLASS,Isuzu,D-MAX,8-98130-014-0,1,2.6466316,3.326501197,0.016815143,2010,2010,,,,,
,8-98130-015-0,REAR R/S DOOR GLASS,Isuzu,D-MAX,8-98130-015-0,1,3.146464907,2.568816278,0.017764152,2010,2010,,,,,
1,IZG053 NA,GRILLE BASE BK WITH MOULDING SET 2WD,Isuzu,D-MAX,8-98193-870-0(B),1,1.350606826,2.847807132,0.073398433,2012,2016,,,,,
2,IZG053 NB,GRILLE BASE ALL CP WITH MOULDING SET 2WD,Isuzu,D-MAX,PERFORMANCE,1,1.338683677,3.041420755,0.075731282,2012,2016,,,,,
3,8-98196-513-0,GRILLE OUTER GRAY 4X2/ SINGLE OEM,Isuzu,D-MAX,8-98196-513-0,1,0.793503778,2.000258972,0.055793035,2012,2016,,,,,
4,8-98196-514-0,GRILLE (GRAY),Isuzu,ALL NEW D-MAX,8-98196-514-0,1,0.804602078,1.991173259,0.039972282,2012,2016,,,,,
5,8-98196-514-1,GRILLE OUTER GREY 4WD,Isuzu,D-MAX,8-98196-514-1,1,13.65893384,12.69017868,1.738684352,2012,2016,,,,,
6,8-98193-870-0,GRILLE INNER BACK 2WD,Isuzu,D-MAX,8-98193-870-0,1,1.403791381,2.458672667,0.060537384,2012,2016,,,,,
7,IZG055 BA,GRILLE BASE INNER BK 4WD,Isuzu,D-MAX 4WD,8-98193-871-0,1,1.117192893,3.867797944,0.071694304,2012,2016,,,,,
8,IZG055 NM,GRILLE MODIFY BENTLEY DESIGN,Isuzu,D-MAX,PBSO-XKV4V-BQ,5,5.845597974,7.513764783,0.201397567,2012,2016,,,,,
9,IZG055 SA,GRILLE BASE INNER BK WITH CP MOULDING 4WD,Isuzu,D-MAX 4WD,IZG055 SA,5,6.734116495,7.685495053,0.172921501,2012,2016,,,,,
10,IZGM055 NA,GRILLE MOULDING CP 4WD,Isuzu,D-MAX,8-98193-869-0,1,2.176766611,3.345123475,0.021293254,2012,2016,,,,,
11,IZG055 SB,GRILLE BASE INNER BK WITH BK MOULDING 4 WD,Isuzu,D-MAX 4WD,8-98193-871-0(B)/870-0(GM),1,1.938727685,3.855983381,0.08380973,2012,2016,,,,,
12,IZGM055 NB,GRILLE MOULDING GRAY 4WD,Isuzu,D-MAX,ZFT9-5YZN0-O3,1,0.82247713,2.027781241,0.048795062,2012,2016,,,,,
13,IZG055 SG,GRILLE BASE BK WITH GOLD MOULDING 4WD,Isuzu,D-MAX,8-98193-871-0(B)/869-0(GM),1,1.130966879,1.14964565,0.072551321,2012,2016,,,,,
14,IZGM055 NG,GRILLE MOULDING GOLD 4 WD,Isuzu,D-MAX,LTKY-39L5S-NP,1,1.008232963,1.953783285,0.05454815,2012,2016,,,,,
1,CVG053 NA,GRILLE MAT GY,Isuzu,LUV,AXWQ-VJN59-3X,5,8.03757007,8.424050585,0.190153285,2012,2016,,,,,
2,CVG053 NB,GRILLE CP/BK,Isuzu,LUV,0MFV-RPEDP-FK,5,7.766055924,6.626982615,0.198935259,2012,2016,,,,,
1,IZB053 NA,F. BUMPER 2WD,Isuzu,D-MAX,8-98193-444-1,1,4.276985047,4.782727416,0.061792668,2012,2016,,,,,
2,IZB055 NA,F. BUMPER 4WD,Isuzu,D-MAX,8-98193-447-1,1,4.714117818,5.215635515,0.058286849,2012,2016,,,,,
3,IZIB055 NA,REAR BUMPER BK,Isuzu,D-MAX,9D7S-J87MR-8K,1,10.72121328,13.12013849,0.065521571,2013,2014,,,,,
4,IZIB055 NB,REAR BUMPER CP,Isuzu,D-MAX,8-98153-274-3/8-98102-359-2(RUBBER),1,9.741038628,14.0638029,0.06871536,2012,2016,,,,,
5,8-96238-274-0,LHR BUMPER CORNER CP,Isuzu,D-MAX,8-98238-274-0,1,4.058225715,12.92295297,0.291974556,2012,2016,,,,,
,8-98238-273-0,RHR BUMPER CORNER CP,Isuzu,D-MAX,8-98238-273-0,1,2.175396792,2.332920304,0.028489568,2012,2016,,,,,
6,8-98153-274-3,REAR BUMPER CENTER CP,Isuzu,D-MAX,8-98153-274-3,1,8.35674461,10.28493806,0.066300704,2012,2016,,,,,
7,UNIB444 IZ,UNIVERSAL TUBE BUMPER SHORT MIN 30 CM,Isuzu,D-MAX,Q9K0-BZ053-0O,1,8.864328313,8.846829535,0.043206572,2012,2016,,,,,
8,8-98102-359-2,CENTER COVER BUMPER BK,Isuzu,D-MAX,8-98102-359-2,1,1.766629329,2.920674218,0.02891337,2012,2016,,,,,
9,IZHL053 LA,HEAD LAMP RHD NORMAL UNIT LH,Isuzu,D-MAX,8-98186-215-0,1,2.589689303,3.466959781,0.045093991,2012,2016,,,,,
,IZHL053 RA,HEAD LAMP RHD NORMAL UNIT RH,Isuzu,D-MAX,8-98186-216-0,1,2.874834484,3.109237669,0.05130986,2012,2016,,,,,
10,IZHL053 LB,HEAD LAMP LHD NORMAL UNIT LH,Isuzu,D-MAX,8-98125-392-5,1,2.832942682,2.990089184,0.032150019,2012,2016,,,,,
,IZHL053 RB,HEAD LAMP LHD NORMAL UNIT RH,Isuzu,D-MAX,8-98125-391-5,1,2.915226536,3.206232675,0.04572208,2012,2016,,,,,
11,IZHL055 LA,HEAD LAMP RHD PROJECTOR MANUAL LH,Isuzu,D-MAX,8-98125-383-5,4,8.93253565,11.83916263,0.188265761,2012,2016,,,,,
,IZHL055 RA,HEAD LAMP RHD PROJECTOR MANUAL RH,Isuzu,D-MAX,8-98125-382-5,4,10.43320559,13.14291149,0.209243676,2012,2016,,,,,
12,IZHL055 LB,HEAD LAMP LHD PROJECTOR MANUAL LH,Isuzu,D-MAX,8-98125-381-5,4,11.64028301,13.63406752,0.21516876,2012,2016,,,,,
,IZHL055 RB,HEAD LAMP LHD PROJECTOR MANUAL RH,Isuzu,D-MAX,8-98125-380-5,4,10.7352106,14.65736036,0.237365156,2012,2016,,,,,
13,IZHL055 LC,HEAD LAMP RHD PROJECTOR ELECTRIC LH,Isuzu,D-MAX,I6X8-GLIVZ-L7,4,12.03409042,13.85495068,0.239752122,2012,2016,,,,,
,IZHL055 RC,HEAD LAMP RHD PROJECTOR ELECTRIC RH,Isuzu,D-MAX,MFFX-HC1Y0-ZQ,4,11.77592383,13.13196022,0.245855804,2012,2016,,,,,
14,IZHL055 LD,HEAD LAMP LHD PROJECTOR ELECTRIC LH,Isuzu,D-MAX,8-98186-200-1,4,12.29795128,12.89390886,0.198728446,2012,2016,,,,,
,IZHL055 RD,HEAD LAMP LHD PROJECTOR ELECTRIC RH,Isuzu,D-MAX,8-98186-200-0,4,11.61337246,14.52435935,0.244150021,2012,2016,,,,,
1,IZFL055 LA,FOG LAMP LH,Isuzu,D-MAX,8-98169-680-0,8,11.68615959,15.38706467,0.097986915,2012,2016,,,,,
,IZFL055 RA,FOG LAMP RH,Isuzu,D-MAX,8-98169-680-0,8,10.85590298,14.86512436,0.103543643,2012,2016,,,,,
2,IZFL055 NA,FOG LAMP UNIT R=L,Isuzu,D-MAX,8-97374-661-1,1,8.22627727,26.12491952,0.061400025,2012,2016,,,,,
3,8-98222-286-2,DAY LIGHT LA,Isuzu,D-MAX,8-98222-286-2,1,0.415769219,0.508597424,0.007025778,2012,2016,,,,,
,8-98222-285-2,DAY LIGHT RA,Isuzu,D-MAX,8-98222-285-2,1,0.742962202,0.917226093,0.008278208,2012,2016,,,,,
4,IZFC055 LA,FOG LAMP COVER 2WD LH,Isuzu,D-MAX,8-98099-828-1,30,4.06136373,5.184495806,0.082508807,2012,2016,,,,,
,IZFC055 RA,FOG LAMP COVER 2WD RH,Isuzu,D-MAX,8-98099-827-1,30,3.751473243,4.799664148,0.087147702,2012,2016,,,,,
5,IZFC055 LB,FOG LAMP COVER W/HOLE LH,Isuzu,D-MAX,8-98099-825-1,1,0.154751903,0.163980368,0.084205038,2012,2016,,,,,
,IZFC055 RB,FOG LAMP COVER W/HOLE RH,Isuzu,D-MAX,8-98099-824-1,1,0.147248004,0.170980523,0.104737902,2012,2016,,,,,
6,IZFC055 SA,FOG LAMP COVER R/LH (CP),Isuzu,D-MAX,ZSTU-7LROG-8Z,1,16.02391309,16.75300614,0.825197031,2012,2016,,,,,
7,8-97419-992-0,ROOM LAMP,Isuzu,D-MAX,8-97419-992-0,1,0.620392224,0.815405624,0.000502936,2012,2016,,,,,
8,IZSL053 NA,SIDE LAMP R = L,Isuzu,D-MAX,8-98084-153-0,1,0.018496909,0.02022312,0.774754626,2012,2016,,,,,
9,8-97236-690-1,LICENSE PLATE LAMP,Isuzu,D-MAX,8-97236-690-1,1,0.017170971,0.050451034,0.000434418,2012,2016,,,,,
10,8-98224-482-0,LICENCE LAMP (G) ASSY,Isuzu,D-MAX,8-98224-482-0,1,0.042673133,0.042507987,0.098349831,2013,2013,,,,,
11,8-98084-142-2,ROOF BRAKE LAMP OEM,Isuzu,D-MAX,8-98084-142-2,1,0.308860666,0.516252653,0.003152959,2012,2016,,,,,
12,IZBL055 NA,BACK UP LAMP (RED),Isuzu,D-MAX,8-98255-655-2,20,8.132473514,5.319308796,0.048147928,2012,2016,,,,,
13,IZL053 LA,TAIL LAMP ASSY LH,Isuzu,D-MAX,8-98125-403-2,10,9.658212634,12.77547708,0.210464438,2012,2016,,,,,
,IZL053 RA,TAIL LAMP ASSY RH,Isuzu,D-MAX,8-98125-402-3,10,11.9446674,9.750757895,0.211285626,2012,2016,,,,,
14,IZL055 LA,TAIL LAMP LED LH,Isuzu,D-MAX,8-98125-399-3,10,1.531899767,15.56206588,0.227926468,2012,2016,,,,,
,IZL055 RA,TAIL LAMP LED RH,Isuzu,D-MAX,8-98125-398-3,10,1.458531171,15.38134657,0.180271208,2012,2016,,,,,
15,8-97237-560-0,ROOM MIRROR,Isuzu,D-MAX,8-97237-560-0,1,0.280713882,0.437578989,0.002843175,2012,2016,,,,,
16,8-98053-645-0,ROOM MIRROR SPACE CAB,Isuzu,D-MAX,8-98053-645-0,1,0.237784356,0.279119809,0.933226101,2012,2016,,,,,
1,IZMR053 LA,DOOR MIRROR LH BK MANUAL RHD,Isuzu,D-MAX,8-98065-318-3,10,10.89589193,11.5104484,0.147345706,2012,2016,,,,,
,IZMR053 RA,DOOR MIRROR RH BK NORMAL RHD,Isuzu,D-MAX,8-98065-317-3,10,10.9105303,12.67660167,0.158849606,2012,2016,,,,,
2,IZMR053 LC,DOOR MIRROR LH BK MANUAL LHD,Isuzu,D-MAX,8-98065-318-3LHD,10,15.91631912,15.27265859,0.174373262,2012,2016,,,,,
,IZMR053 RC,DOOR MIRROR RH BK MANUAL LHD,Isuzu,D-MAX,8-98065-317-3LHD,10,13.85246224,16.03579026,0.15799796,2012,2016,,,,,
3,IZMR055 LA,DOOR MIRROR LH BK ELECTRIC W/LED RHD,Isuzu,D-MAX,8-98193-672-0,10,9.811948069,11.88337942,0.167052776,2012,2016,,,,,
,IZMR055 RA,DOOR MIRROR RH BK ELECTRIC W/LED RHD,Isuzu,D-MAX,8-98193-671-0,10,9.644228235,12.89168476,0.179478356,2012,2016,,,,,
4,IZMR055 LB,DOOR MIRROR LH CP ELECTRIC W/LED 5 CORD RHD,Isuzu,D-MAX,8-98065-334-4,10,1.527677116,18.07834708,0.274742573,2012,2016,,,,,
,IZMR055 RB,DOOR MIRROR RH CP ELECTRIC W/LED 5 CORD RHD,Isuzu,D-MAX,8-98065-333-4,10,1.680596335,20.96644539,0.209986737,2012,2016,,,,,
5,IZMR055 LC,DOOR MIRROR LH BK ELECTRIC W/LAMP LHD,Isuzu,D-MAX,8-98193-672-0LHD,10,10.89298259,11.53739911,0.185523402,2012,2016,,,,,
,IZMR055 RC,DOOR MIRROR RH BK ELECTRIC W/LAMP LHD,Isuzu,D-MAX,8-98193-671-0LHD,10,11.89274393,12.06065905,0.196373461,2012,2016,,,,,
6,IZMR055 LD,DOOR MIRROR LH CP ELECTRIC W/LED 5 CORD LHD,Isuzu,D-MAX,8-98615-334-4LHD,10,11.1802821,12.98833899,0.166275509,2012,2016,,,,,
,IZMR055 RD,DOOR MIRROR RH CP ELECTRIC W/LED 5 CORD LHD,Isuzu,D-MAX,8-98165-333-4LHD,10,8.23071458,11.82426475,0.177305846,2012,2016,,,,,
7,8-98193-672-0,DOOR MIRROR LH WITH SIGNAL LAMP,Isuzu,D-MAX,8-98193-672-0,1,1.999365405,2.405223833,0.028336832,2012,2016,,,,,
,8-98193-671-0,DOOR MIRROR RH WITH SIGNAL LAMP,Isuzu,D-MAX,8-98193-671-0,1,2.535721829,2.087404908,0.024255022,2012,2016,,,,,
8,8-98065-334-4,DOOR MIRROR LH CHROME WITH SIGNAL LAMP,Isuzu,D-MAX,8-98065-334-4,1,1.905429741,2.575789087,0.022306878,2012,2016,,,,,
,8-98065-333-4,DOOR MIRROR RH CHROME WITH SIGNAL LAMP,Isuzu,D-MAX,8-98065-333-4,1,1.959047235,2.524100827,0.027049851,2012,2016,,,,,
9,IZIF053 F LA,FRONT INNER FENDER LH 2WD,Isuzu,D-MAX,8-98077-255-4,25,17.0319393,21.26023155,0.078217087,2012,2016,,,,,
,IZIF053 F RA,FRONT INNER FENDER RH 2WD,Isuzu,D-MAX,8-98077-251-4,25,21.03515655,21.90619396,0.089246808,2012,2016,,,,,
10,IZIF053 R LA,REAR INNER FENDER LH 2WD,Isuzu,D-MAX,8-98148-028-2,25,15.85436522,13.45425684,0.083413873,2012,2016,,,,,
,IZIF053 R RA,REAR INNER FENDER RH 2WD,Isuzu,D-MAX,8-98148-027-2,25,13.26909182,13.84809712,0.090264135,2012,2016,,,,,
11,IZIF055 LA,INNER FENDER FRONT LH 4WD,Isuzu,D-MAX,8-98077-256-6,20,6.585538468,5.228836379,0.025730919,2012,2016,,,,,
,IZIF055 RA,INNER FENDER FRONT RH 4WD,Isuzu,D-MAX,8-98077-253-6,20,8.249724156,6.502058964,0.028575648,2012,2016,,,,,
12,8-98077-253-7,FRONT INNER FENDER RH,Isuzu,ALL NEW,8-98077-253-6,1,1.989652337,2.0669371,0.261838495,2013,2014,,,,,
13,IZIF055 R LA,REAR INNER FENDER LH 4X4,Isuzu,D-MAX,8-98148-034-4,25,16.47574035,14.20429686,0.066632886,2012,2016,,,,,
,IZIF055 R RA,REAR INNER FENDER RH 4X4,Isuzu,D-MAX,8-98148-032-4,25,15.42624613,17.17803856,0.070138484,2012,2016,,,,,
14,IZF053 LA,FENDER 2WD LH,Isuzu,D-MAX,8-98103-208-0,1,3.539140584,4.418416856,0.067707622,2012,2016,,,,,
,IZF053 RA,FENDER 2WD RH,Isuzu,D-MAX,8-98103-206-0,1,3.862059518,3.97243126,0.055179269,2012,2016,,,,,
15,IZF055 LA,FEN DER 4WD LH,Isuzu,D-MAX,8-98103-209-0,1,3.667759532,5.149061153,0.063897863,2012,2016,,,,,
,IZF055 RA,FENDER 4WD RH,Isuzu,D-MAX,8-98103-207-0,1,3.104532832,4.236907524,0.062126217,2012,2016,,,,,
1,IZFD055 F LB,FRONT DOOR W/SIDE LAMP HOLE LH 2/4 DOOR,Isuzu,D-MAX,8-98162-203-1/842-0,1,15.33439124,18.67554132,0.18385385,2012,2016,,,,,
,IZFD055 F RB,FRONT DOOR W/SIDE LAMP HOLE RH 2/4 DOOR,Isuzu,D-MAX,8-98162-202-1/843-0,1,13.2069145,14.41302543,0.184335254,2012,2016,,,,,
2,8-98162-199-1,FRONT DOOR LH 2/4 DOOR,Isuzu,D-MAX,8-98162-199-1,1,22.06379658,24.01119958,0.3358842,2012,2016,,,,,
,8-98160-198-1,FRONT DOOR RH 2/4 DOOR,Isuzu,D-MAX,8-98160-198-1,1,20.90655331,23.77243189,0.387851651,2012,2016,,,,,
3,IZFD055 F LA,FRONT DOOR W/O S.L HOLE LH 2/4 DOOR,Isuzu,D-MAX,8-98162-201-1/844-0,1,20.11003793,16.7283704,0.188145544,2012,2016,,,,,
,IZFD055 F RA,FRONT DOOR W/O S.L HOLE RH 2/4 DOOR,Isuzu,D-MAX,8-98162-200-1/845-0,1,18.40564038,17.58711738,0.171547662,2012,2016,,,,,
4,8-98268-845-0,FRONT DOOR DOUBLE CAB RH W/O LAMP,Isuzu,D-MAX,8-98268-845-0,1,13.68175285,3.335273339,0.678432268,2012,2016,,,,,
,8-98268-844-0,FRONT DOOR DOUBLE CAB LH W/O LAMP,Isuzu,D-MAX,8-98268-844-0,1,4.783939585,13.43104559,1.319089574,2012,2016,,,,,
